target,grouped,description,exist_value,slot,decrypted
01020132924,010-2013-2924,original,1.0000000004746759,0,-4.0429276891438386e-10
01020132924,010-2013-2924,original,1.0000000004746759,1,3.13467388091216e-10
01020132924,010-2013-2924,original,1.0000000004746759,2,4.5978236335027556e-11
01020132924,010-2013-2924,original,1.0000000004746759,3,-2.7055902553944045e-10
01020132924,010-2013-2924,original,1.0000000004746759,4,8.412692397091928e-11
01020132924,010-2013-2924,original,1.0000000004746759,5,-1.1499316775963832e-10
01020132924,010-2013-2924,original,1.0000000004746759,6,-3.5444969536617527e-11
01020132924,010-2013-2924,original,1.0000000004746759,7,3.660702612008915e-11
01020132924,010-2013-2924,original,1.0000000004746759,8,5.93993178716215e-11
01020132924,010-2013-2924,original,1.0000000004746759,9,-4.8269682183666636e-11
01020132924,010-2013-2924,original,1.0000000004746759,10,-1.2706831986113103e-10
01020132924,010-2013-2924,original,1.0000000004746759,11,-7.094035080218696e-11
01020132924,010-2013-2924,original,1.0000000004746759,12,-1.465639621385786e-11
01020132924,010-2013-2924,original,1.0000000004746759,13,1.0813430123293166e-10
01020132924,010-2013-2924,original,1.0000000004746759,14,9.654058334524989e-11
01020132924,010-2013-2924,original,1.0000000004746759,15,1.357013591409941e-10
01020132924,010-2013-2924,original,1.0000000004746759,16,-7.682262424993595e-12
01020132924,010-2013-2924,original,1.0000000004746759,17,-8.614414261146456e-11
01020132924,010-2013-2924,original,1.0000000004746759,18,-9.65628004802336e-11
01020132924,010-2013-2924,original,1.0000000004746759,19,1.828611524259525e-10
01020132924,010-2013-2924,original,1.0000000004746759,20,-5.886129759485449e-11
01020132924,010-2013-2924,original,1.0000000004746759,21,-7.375111943890423e-12
01020132924,010-2013-2924,original,1.0000000004746759,22,3.2903889233435136e-10
01020132924,010-2013-2924,original,1.0000000004746759,23,-4.1208159157098384e-10
01020132924,010-2013-2924,original,1.0000000004746759,24,-7.92806780472986e-11
01020132924,010-2013-2924,original,1.0000000004746759,25,-3.6636706168510896e-11
01020132924,010-2013-2924,original,1.0000000004746759,26,1.0334221165627536e-10
01020132924,010-2013-2924,original,1.0000000004746759,27,1.0707006206938316e-10
01020132924,010-2013-2924,original,1.0000000004746759,28,-2.7216360577239794e-10
01020132924,010-2013-2924,original,1.0000000004746759,29,-1.781904069639222e-10
01020132924,010-2013-2924,original,1.0000000004746759,30,-5.7789063537804875e-11
01020132924,010-2013-2924,original,1.0000000004746759,31,3.1296370423936667e-10
01020132924,010-2013-2924,original,1.0000000004746759,32,1.7282587045554767e-11
01020132924,010-2013-2924,original,1.0000000004746759,33,5.118236021116423e-10
01020132924,010-2013-2924,original,1.0000000004746759,34,-4.851074453501869e-11
01020132924,010-2013-2924,original,1.0000000004746759,35,8.380789121001536e-11
01020132924,010-2013-2924,original,1.0000000004746759,36,-2.722819360857811e-10
01020132924,010-2013-2924,original,1.0000000004746759,37,8.877555882142867e-11
01020132924,010-2013-2924,original,1.0000000004746759,38,1.4729710023229315e-10
01020132924,010-2013-2924,original,1.0000000004746759,39,1.4023659847860852e-10
01020132924,010-2013-2924,original,1.0000000004746759,40,1.9655507324233454e-10
01020132924,010-2013-2924,original,1.0000000004746759,41,6.14958108437644e-11
01020132924,010-2013-2924,original,1.0000000004746759,42,1.6432818853661962e-10
01020132924,010-2013-2924,original,1.0000000004746759,43,-1.6261326848910266e-10
01020132924,010-2013-2924,original,1.0000000004746759,44,1.2179484263229595e-10
01020132924,010-2013-2924,original,1.0000000004746759,45,2.0460962556881578e-10
01020132924,010-2013-2924,original,1.0000000004746759,46,-1.6300725013960427e-10
01020132924,010-2013-2924,original,1.0000000004746759,47,1.4077744499243197e-10
01020132924,010-2013-2924,original,1.0000000004746759,48,-1.5530041457243278e-10
01020132924,010-2013-2924,original,1.0000000004746759,49,1.0269374371731912e-12
01020132924,010-2013-2924,original,1.0000000004746759,50,-1.214793443790046e-11
01020132924,010-2013-2924,original,1.0000000004746759,51,-3.780384357356109e-11
01020132924,010-2013-2924,original,1.0000000004746759,52,8.581126315537361e-11
01020132924,010-2013-2924,original,1.0000000004746759,53,-2.3249287921326774e-10
01020132924,010-2013-2924,original,1.0000000004746759,54,-7.661395923741936e-11
01020132924,010-2013-2924,original,1.0000000004746759,55,7.403261652061491e-12
01020132924,010-2013-2924,original,1.0000000004746759,56,2.280380166503131e-11
01020132924,010-2013-2924,original,1.0000000004746759,57,4.921819366832914e-11
01020132924,010-2013-2924,original,1.0000000004746759,58,-7.606705467208471e-11
01020132924,010-2013-2924,original,1.0000000004746759,59,4.275908029999077e-10
01020132924,010-2013-2924,original,1.0000000004746759,60,-3.2659103166569114e-11
01020132924,010-2013-2924,original,1.0000000004746759,61,-2.1230542517835126e-11
01020132924,010-2013-2924,original,1.0000000004746759,62,2.281022036891952e-11
01020132924,010-2013-2924,original,1.0000000004746759,63,-4.90618303509628e-11
01020132924,010-2013-2924,original,1.0000000004746759,64,2.524754163990167e-11
01020132924,010-2013-2924,original,1.0000000004746759,65,-1.3143328522530144e-10
01020132924,010-2013-2924,original,1.0000000004746759,66,1.6864208739455339e-10
01020132924,010-2013-2924,original,1.0000000004746759,67,1.5089161288052023e-10
01020132924,010-2013-2924,original,1.0000000004746759,68,-1.0194201864958282e-10
01020132924,010-2013-2924,original,1.0000000004746759,69,2.9082244078097e-10
01020132924,010-2013-2924,original,1.0000000004746759,70,3.127413486231363e-10
01020132924,010-2013-2924,original,1.0000000004746759,71,-1.0339427814069509e-10
01020132924,010-2013-2924,original,1.0000000004746759,72,2.884966380460071e-10
01020132924,010-2013-2924,original,1.0000000004746759,73,3.818625144299624e-11
01020132924,010-2013-2924,original,1.0000000004746759,74,-1.7799133900803903e-11
01020132924,010-2013-2924,original,1.0000000004746759,75,-1.97407113683457e-10
01020132924,010-2013-2924,original,1.0000000004746759,76,8.529460632342421e-11
01020132924,010-2013-2924,original,1.0000000004746759,77,-3.262500155744768e-11
01020132924,010-2013-2924,original,1.0000000004746759,78,-9.608139207411e-12
01020132924,010-2013-2924,original,1.0000000004746759,79,-6.882019811627952e-11
01020132924,010-2013-2924,original,1.0000000004746759,80,-4.9849670502802554e-11
01020132924,010-2013-2924,original,1.0000000004746759,81,3.7855398058391434e-11
01020132924,010-2013-2924,original,1.0000000004746759,82,3.017662006579809e-11
01020132924,010-2013-2924,original,1.0000000004746759,83,-1.1698661283239532e-10
01020132924,010-2013-2924,original,1.0000000004746759,84,7.872221653126229e-11
01020132924,010-2013-2924,original,1.0000000004746759,85,-2.6154645468102304e-12
01020132924,010-2013-2924,original,1.0000000004746759,86,1.9430738532099786e-10
01020132924,010-2013-2924,original,1.0000000004746759,87,-1.7599858871484328e-10
01020132924,010-2013-2924,original,1.0000000004746759,88,1.6266077815332688e-11
01020132924,010-2013-2924,original,1.0000000004746759,89,-8.101821036920012e-11
01020132924,010-2013-2924,original,1.0000000004746759,90,2.5694992783017753e-11
01020132924,010-2013-2924,original,1.0000000004746759,91,-2.722366732539378e-10
01020132924,010-2013-2924,original,1.0000000004746759,92,-1.0794909500442325e-11
01020132924,010-2013-2924,original,1.0000000004746759,93,2.0880682933623062e-10
01020132924,010-2013-2924,original,1.0000000004746759,94,1.181785849486558e-10
01020132924,010-2013-2924,original,1.0000000004746759,95,3.0388410019013915e-10
01020132924,010-2013-2924,original,1.0000000004746759,96,8.669401458741594e-11
01020132924,010-2013-2924,original,1.0000000004746759,97,-2.682595303502209e-10
01020132924,010-2013-2924,original,1.0000000004746759,98,-1.1428133927340502e-11
01020132924,010-2013-2924,original,1.0000000004746759,99,-1.2452445493907295e-10
01020132924,010-2013-2924,original,1.0000000004746759,100,-8.170626673618723e-11
01020132924,010-2013-2924,original,1.0000000004746759,101,1.0082026929855237e-10
01020132924,010-2013-2924,original,1.0000000004746759,102,-9.841397870826979e-12
01020132924,010-2013-2924,original,1.0000000004746759,103,-1.421674926626011e-10
01020132924,010-2013-2924,original,1.0000000004746759,104,5.7762812779037574e-11
01020132924,010-2013-2924,original,1.0000000004746759,105,1.0137508983988424e-10
01020132924,010-2013-2924,original,1.0000000004746759,106,-3.28107753640711e-11
01020132924,010-2013-2924,original,1.0000000004746759,107,-6.625055847443324e-12
01020132924,010-2013-2924,original,1.0000000004746759,108,-2.961654241929273e-10
01020132924,010-2013-2924,original,1.0000000004746759,109,-2.789638113094507e-11
01020132924,010-2013-2924,original,1.0000000004746759,110,8.592588662649045e-12
01020132924,010-2013-2924,original,1.0000000004746759,111,6.397006488186047e-11
01020132924,010-2013-2924,original,1.0000000004746759,112,-1.4810646553172386e-10
01020132924,010-2013-2924,original,1.0000000004746759,113,5.882345063145076e-11
01020132924,010-2013-2924,original,1.0000000004746759,114,-2.7952574855872314e-10
01020132924,010-2013-2924,original,1.0000000004746759,115,2.0358114622240908e-10
01020132924,010-2013-2924,original,1.0000000004746759,116,1.9886790853153415e-10
01020132924,010-2013-2924,original,1.0000000004746759,117,2.1146096305507242e-10
